article,chunk_number,context,question,answer
خط حديد الحجاز,1,"سكة حديد الحجاز أو خط حديد الحجاز أو الخط الحديدي الحجازي (بالتركية العثمانية: حجاز تيمور يولى، وبالتركية المعاصرة: Hicaz Demiryolu) هي سكة حديد ضيقة (بعرض 1050 ملم)، تصل بين دمشق والمدينة المنورة،[3] وكانت قد أسست في فترة ولاية السلطان العثماني عبد الحميد الثاني لغرض خدمة الحجاج المسلمين وربط أقاليم الدولة العثمانية وإحكام السيطرة عليها.[4] بدأ العمل في السكة سنة 1900م وتم افتتاحها سنة 1908م، واستمر تشغيلها إلى أن دُمِّر الخط سنة 1916م خلال الحرب العالمية الأولى، إذ تعرضت للتخريب بسبب الثورة العربية الكبرى وسقوط الدولة العثمانية بعد الحرب.[3]
",متى بدأ العمل في سكة حديد الحجاز ومتى افتتحت؟,بدأ العمل في سكة حديد الحجاز في سنة 1900م وتم افتتاحها في سنة 1908م. 
خط حديد الحجاز,2,"كان مسار خط الحج ينطلق من مدينة دمشق ويعبر سهل حوران ويمر بالمزيريب بالإضافة إلى عدد من المناطق الواقعة جنوب سوريا وصولاً إلى مدينة درعا ثم إلى الأردن حيث يمر بكل من المفرق والزرقاء وعمّان ومعان على التوالي، ويكمل سيره جنوباً إلى أن يدخل أراضي الحجاز حيث ينتهي بالمدينة المنورة.[9]
 استمرت سكة حديد الحجاز تعمل بين دمشق والمدينة المنورة تسع سنوات تقريباً، استفاد من خلالها الحجاج والتجار، لاحقاً عندما نشبت الحرب العالمية الأولى ظهرت أهمية الخط وخطورته العسكرية على بريطانيا، حتى مع تراجع القوات العثمانية من أمام الحملات البريطانية، بقي الخط يمثل عاملاً هامًا في ثبات العثمانيين نحو عامين في وجه القوات البريطانية المتفوقة في جنوب سوريا عدةً وعدداً ونظراً لاستخدام الخط الحجازي في بعض الأغراض العسكرية العثمانية، فقد تعرض الخط إلى كثير من الأضرار والتخريب خلال الثورة العربية الكبرى ضد العثمانيين، وفي سنة 1917 انضم لورنس إلى الثوار العرب فحرضهم على نسف الخط، ومنذ ذلك الحين لم تفلح المحاولات لإعادة تشغيل الخط أو تحديثه.[10] مؤخراً تم تأهيل وتحويل بعض محطات الخط إلى متاحف.[11]
",ما هو مسار خط الحجاز؟,"مسار خط الحجاز ينطلق من مدينة دمشق ويعبر سهل حوران ويمر بالمزيريب وعدد من المناطق الواقعة جنوب سوريا وصولاً إلى مدينة درعا ثم إلى الأردن حيث يمر بكل من المفرق والزرقاء وعمّان ومعان على التوالي، ويكمل سيره جنوباً إلى أن يدخل أراضي الحجاز حيث ينتهي بالمدينة المنورة."
خط حديد الحجاز,3,"أوكل السلطان عبد الحميد الثاني مهمة تنفيذ المشروع إلى أحمد عزت باشا العابد، ويتضمن المشروع إنشاء خط سكة حديد الحجاز ليربط بين خط سكة حديد الأناضول وخط سكة حديد بغداد، بالإضافة إلى تأسيس شبكة اتصال تلغرافية تكون بمحاذاة الخط الحديدي، حيث كان السلطان عبد الحميد يريد من ذلك السهولة والسرعة في عمليات الاتصال بين مركز الدولة العثمانية وولاياتها في الشام والحجاز.
كانت الفكرة أن ينطلق الخط من دمشق مروراً بعمَّان ومعان ثم بتبوك ومدائن صالح وصولاً إلى المدينة المنورة وهو الذي تم تنفيذه، وكان في خطة المشروع الحجازي أن يمتد بعد ذلك إلى مكة ومنها إلى جدة، إلا أن ذلك لم يتحقق.[12]
 كان لإنشاء الخط الحجازي وشبكة الاتصال التلغرافية أهداف عدة وهي تتنوع ما بين دينية وسياسية وعسكرية واقتصادية وحضارية. يأتي الهدف الديني في أولويات تلك الأهداف، حيث كان مشروع الخط الحجازي يهدف إلى خدمة الحجاج المسلمين من خلال تقديم وسيلة سفر تعمل على توفير الأمن والسرعة والراحة، وحماية الحجاج من الاعتداءات وقطع الطرق التي كانوا يتعرضون لها أحياناً في الطريق البري والبحري، ومساهمة المشروع كذلك في زيادة عدد الحجاج الراغبين في تأدية فريضة الحج بسبب انخفاض التكاليف.
",من أوكل السلطان عبد الحميد الثاني مهمة تنفيذ مشروع خط حديد الحجاز؟,أوكل السلطان عبد الحميد الثاني مهمة تنفيذ المشروع إلى أحمد عزت باشا العابد.
خط حديد الحجاز,4,"بالإضافة إلى أن السلطان عبد الحميد الثاني كانت له أهداف سياسية وراء إنشاء الخط الحجازي، حيث رأى بأن إنجاز هذا المشروع يعطي قدراً من الاستقلالية للدولة العثمانية عن أوروبا من الناحية العسكرية والسياسية والاقتصادية، فقد كان السلطان عبد الحميد الثاني يسعى لتوحيد صفوف المسلمين وتشكيل اتحاد إسلامي لمواجهة الأطماع الأوروبية الاستعمارية وهجماتها على الدولة العثمانية.[12]
 عندما قُدِّرت تكلفة المشروع بنحو ثلاثة ملايين ونصف مليون ليرة عثمانية،[14] قامت الدولة العثمانية بتخصيص 18% من ميزانيتها لإنشاء الخط، إلا أن تلك النسبة اعتُبرت ضئيلة عندما أُعلن بأن تكاليف إنشاء الخط تتجاوز ثمانية ملايين ليرة عثمانية. لذلك كانت هناك حاجة ماسّة لإيجاد مصدر آخر يتم من خلاله تمويل المشروع، وفي نفس الوقت أراد السلطان عبد الحميد أن يجنب دولته المزيد من الديون، حيث كان قد عمل على سداد الديون الخارجية الضخمة التي كانت على الدولة، فكان يدرك بأن الديون الخارجية تزعزع هيمنة الدولة، والديون الداخلية تزعزع سلطتها، لذلك قرر العدول عن فكرة الاعتماد على أي قروض خارجية في تمويل مشروع خط حديد الحجاز، على خلاف مشروعي سكة حديد الأناضول وسكة حديد بغداد التي كانت هناك دول أجنبية قد ساهمت بتمويلها. وجّه السلطان نداءً إلى العالم الإسلامي من أجل التبرع للمشروع، ليدشن بذلك حملة تبرعات، وبدأت حملة التبرعات الأولى في مايو سنة 1900م،[12] بأن تبرع السلطان عبد الحميد الثاني من جيبه الخاص بمبلغ 320 ألف",ما هو الهدف من مشروع خط حديد الحجاز؟,"الهدف من مشروع خط حديد الحجاز هو زيادة الأهمية الاقتصادية والتجارية للخط، وإظهار قدرة الدولة العثمانية على إنجازات حضارية كبيرة. كما كان للسلطان عبد الحميد الثاني أهداف سياسية وراء إنشاء الخط، حيث يعطي هذا المشروع قدرا من الاستقلالية للدولة العثمانية"
خط حديد الحجاز,5,"وتبرع شاه إيران بخمسين ألف ليرة عثمانية، فيما تبرع خديوي مصر بمواد عينية للبناء،[15] وأصدرت الدولة العثمانية طوابع يتم إلصاقها في معاملات الدولة يعود ريعها لمصلحة المشروع، كما فرضت ضريبة المسقفات التي تتمثل بخمسة قروش عن كل شخص ذكر،[14] ودعا كافة المسلمين للمشاركة في تلك الحملة، سواءً كانوا ممن يعيشون في الأراضي العثمانية أو خارجها، ومن بعد السلطان تبرع الباشاوات العثمانيون وموظفو الدولة والتجار والبائعون والجنود وبقية الشعب، كما لقي نداء السلطان عبد الحميد استجابة من المسلمين من مختلف أنحاء العالم، وقد حرصت الدولة العثمانية على تكريم المتبرعين من خلال منحهم أوسمة ونياشين مصنوعة من الذهب والفضة تخليداً لذكرى الخط الحجازي،[12] وإضافة إلى ما تم جمعه من تبرعات، فقد قامت الدولة باقتطاع 10% من مرتبات موظفي الدولة من أجل الإسهام في إنشاء الخط،[15] حيث أن الدولة قد فرضت التبرع براتب شهر كامل على الموظفين،[14] كما أنه قد جمعت جلود الأضاحي وبيعت وتم تحويل أثمانها إلى ميزانية الخط.[12] غطت التبرعات حوالي ثلثي تكاليف مشروع الخط الحجازي.[15]
 أصدرت الإدارة السلطانية الخاصة قراراً بالبدء في إنشاء خط حديد الحجاز في 1 مايو 1900م، وتم تدشين العمل في خط الحديد بين دمشق ودرعا في 1 سبتمبر 1900م في احتفالية رسمية كونها توافق الذكرى الخامسة والعشرين لجلوس السلطان عبد الحميد الثاني على عرش الدولة العثمانية.[16][17]
",ما هي الطرق التي استخدمتها الدولة العثمانية لتمويل مشروع خط حديد الحجاز؟,"استخدمت الدولة العثمانية عدة طرق لتمويل مشروع خط حديد الحجاز، بدأت بالتبرعات من الشاه الإيراني وخديوي مصر، وأصدرت طوابع تُلصق في معاملات الدولة يعود ريعها للمشروع، كما فرضت ضريبة المسقفات ودعت  المسلمين للمشاركة في تلك الحملة،"
خط حديد الحجاز,6," كان الجنود يتقاضون أجوراً قليلة خلال فترة عملهم في المشروع، ولكن في المقابل يتم السماح لهم بالانتهاء من الخدمة العسكرية قبل عام من الموعد المحدد.[16]
وصل خط حديد الحجاز إلى عمّان سنة 1903م، ومن ثم إلى معان سنة 1904م، وفي 1 سبتمبر 1905م تم تنفيذ المرحلة الأولى من خط حديد الحجاز، وانطلقت أولى رحلات القطار بين دمشق ومعان لنقل الركاب والبضائع.
 في 1 سبتمبر 1906م وصل الخط إلى مدائن صالح، ومن ثم وصل إلى المدينة المنورة في 31 أغسطس 1908م، عند وصول خط سكة الحديد إلى محطة مدائن صالح أصبح هناك من الجزء المتبقي من الخط داخل حيز المنطقة الحرام، وبما أنه ليس مسموحاً دخول غير المسلمين إلى تلك المنطقة، فقد جرى إنشاء الخط الواقع بين مدائن صالح والمدينة المنورة عن طريق مهندسين وعمال مسلمين.[16] تم عمل قضبان وعوارض السكة من الحديد،[18] وكان عرض السكة ضيقاً حيث تم عملها بقياس 1050 ملم، وقد بلغ طول خط حديد الحجاز 1464 كيلومتر عند انتهاء المشروع الذي تم تنفيذه خلال ثمانية أعوام وقد تخلل المسار جسور عديدة بنيت عبّاراتها بالصخور المحلية والجرانيت على شكل أقواس، كما تم عمل عدد من الاستراحات والقلاع على طول الطريق.[19] عند إضافة الخطوط الفرعية الأخرى في المراحل اللاحقة بلغ طول الخط 1900 كيلومتر في سنة 1918م.[16]
",متى وصل خط حديد الحجاز إلى المدينة المنورة؟,وصل خط حديد الحجاز إلى المدينة المنورة في 31 أغسطس 1908م.
خط حديد الحجاز,7,"تم حل الأمر بحفر آبار وإدارتها عن طريق مضخات بخارية أو طواحين هواء، بالإضافة إلى أنه تمت الاستعانة بأجزاء من السكة التي قد تم تنفذها في إيصال صهاريج مياه كانت قد استخدمت السكة لتسييرها عليها.
كذلك كانت هناك مشكلة السيول حيث شكلت مشكلة كبيرة على خط سكة الحديد في كل من مرحلتي البناء والتشغيل؛ لذلك تم إنشاء مصارف للسيول على طول الخط.
كانت هناك أيضاً مشكلة الرمال المتحركة، ولكن أمكن التغلب عليها عن طريق تغطية منطقة الرمال المتحركة بطبقة من الصلصال، كما تم بناء سد حجري ضيق يمتد موازياً للخط ليحول دون خطر تغطية الخط بالرمال. أما المشكلة الخاصة بالوقود فقد تم العمل على استيراد الفحم من الخارج، كما أقيمت مستودعات ضخمة لتخزينه.[1]
",كيف تم التغلب على مشكلة الرمال المتحركة على خط سكة الحديد الحجازي؟,"تم التغلب على مشكلة الرمال المتحركة عن طريق تغطية منطقة الرمال المتحركة بطبقة من الصلصال، وتم بناء سد حجري ضيق يمتد موازياً للخط ليحول دون خطر تغطية الخط بالرمال."
خط حديد الحجاز,8," اليرموك، فقد بلغ عدد محطات الخط الحديدي من درعا إلى حيفا ثلاثة عشر محطة حتى الحرب العالمية الأولى.[20] يصل الخط الحجازي من محطة درعا إلى محطة عمان التي يوجد بها مستودع للقاطرات ومعمل صيانة وصينية تدوير للقاطرات.[21]
 تليها محطة معان ثم محطة تبوك التي تتكون من مجموعة من المباني المشيدة في خط مستقيم مواز لمسار السكة،[22] والمحطتان تحتويان على مستودعات للقاطرات ومعامل للصيانة،[21] من ثم يصل الخط إلى محطة مدائن صالح والتي تضم ستة عشر مبنى مبنية بالحجر المهذب،[22] وتحتوي المحطة على ثاني أكبر مستودع للقاطرات حيث يتسع لست قاطرات بخارية، أما آخر محطات الخط فهي محطة المدينة المنورة التي تتميز بتصميمها وعمارتها كما يوجد بها مستودع للقاطرات إضافةً إلى أكبر خزان ماء على الخط الحجازي، أما بالنسبة لباقي المحطات فهي إما صغيرة أو متوسطة يتواجد بها أماكن للاستراحة والمبيت للمسافرين.[22]",كم عدد محطات الخط الحديدي من درعا إلى حيفا؟,ثلاثة عشر محطة. 
خط حديد الحجاز,9,"يضطرون للنزول عن ظهور الإبل خوفاً من السقوط،[32] وقد تغير اسم تلك العقبة في العهد العثماني إلى «البغاز» أو «البوغاز» وتعني المضيق،[33] ويعتبر من أقدم وأطول الأنفاق في شبه الجزيرة العربية.[34]
 مع بداية إنشاء الخط تم صنع العديد من القاطرات البخارية والعربات من قبل عدة شركات من أبرزها شركات ألمانية وهي «زاكسيشي ماشينفابريك» و«أوغست بورسيك» و«أرنولد يونغ لوكوموتيف فابريك»، حيث كان يتبع للخط 132 قاطرة و1700 شاحنة،[7] ولا يزال هناك عدد من القاطرات موزعة على المحطات منها إحدى عشرة قاطرة بخارية موجودة في محطة القدم وهي قابلة للاستخدام وأقدم قاطرة في تلك المحطة تم صنعها في ألمانيا سنة 1898م.[35] لاحقاً تمت إضافة قاطرات تعمل على الديزل وهي حالياً لا تزال تعمل إلى جانب بعض القاطرات البخارية التي أنشئت مع بداية تنفيذ الخط.
 ",كم كان عدد القاطرات التي كانت تتبع لخط حديد الحجاز؟,كان يتبع لخط حديد الحجاز 132 قاطرة.
خط حديد الحجاز,10,"، كما أن المقاعد فيها قابلة للطي، وتم فيها مراعاة للحماية من الشمس حيث بالإضافة أنه بالإضافة إلى الأسقف تم وضع المصاريع أي الستائر الخاصة بالنوافذ على الجانبي
لكن كانت هناك حاجة إلى المزيد من القاطرات، وقد عمل مصنع أرنولد يونغ على إنتاج اثنتي عشرة قطعة رغم الوقت القصير المحدد للتسليم، وكان الشرط أن تكون القطع مماثلة للنوع «كراوس» وما تشمله من أجزاء، كما تم الأخذ في الاعتبار إمكانية تبديل أجزاء الغلايات والمراجل بين القاطرات. لكن كانت هناك بعض القاطرات من نوع «كراوس» كانت تختلف من ناحية التجمع الخاص بالمحور. استخدم خط حديد الحجاز لوصف القاطرات خلال فترات تشغيله نحو ثلاث خطط ترقيم مختلفة.[36]
 قامت شركة نورمبرغ بتسليم المزيد من العربات الخاصة بالركاب، حيث دخلت عربات من الدرجة الثانية في الخدمة مطلع سنة 1906م. تم تصميم العربات لتشتمل على رواق جانبي مع منصتين في نهايته، كما تم تصميم المرحاض ليأخذ الطابع الشرقي مع حوض قابل للطي في منتصف العربة. اشتملت الدرجة الأولى على 18 مقعداً في مقصورات تقدر بنحو أربعة أمتار ونصف، أما الدرجة الثانية فكانت تضم 36 مقعداً في مقصورات تقدر بنحو ستة أمتار. تم تنفيذ معظم البنية الداعمة للعربة من البلوط. ومن الخارج كانت مغطاة بخشب الساج.
.لاحقاً وبعد عام واحد فقط تم تصميم 16 عربة مماثلة لها في التصميم
",كم عدد القاطرات التي أنتجها مصنع أرنولد يونغ لخط حديد الحجاز؟,أنتج مصنع أرنولد يونغ اثنتي عشرة قطعة قاطرات.
خط حديد الحجاز,11,"تلك العربات لم تكن مزودة بنظام تهوية إلا أن أسقفها كانت مقببة ومرتفعة. كما تم الاكتفاء بالمقاعد الجلدية بدلاً من كونها مغطاة بالقطيقة لتأثرها ببعض الكائنات الضارة.
كانت العربة المخصصة كقاعة مصممة بنوافذ كبيرة وهي عبارة عن صالة واحدة كبيرة تم تقسيمها عن طريق حائط مقوّى مفتوح في وسطها.
إضافةً إلى أنه قد تم صنع ثلاثة عربات خاصة عن طريق ورش تابعة للبحرية في إسطنبول كهدية لعربات سكة حديد الحجاز، وتضم مصلى وغرفة نوم.[36]
 وصل أول قطار إلى محطة المدينة المنورة قادماً من دمشق في 22 رجب 1326 هـ الموافق 23 أغسطس 1908م، بعد أن قطع المسافة خلال خمسة أيام فقط.[1][21] لكن افتتاح خط حديد الحجاز الرسمي تأجل أسبوعاً ليصادف الذكرى الثانية والثلاثين لجلوس السلطان عبد الحميد الثاني على عرش الدولة العثمانية وكان ذلك في 1 سبتمبر 1908م، وقد تم الافتتاح وسط مراسم احتفالية كبيرة بتلك المناسبة في محطة المدينة التي تعرف أيضاً باسم الأستسيون [التركية] وهي كلمة تركية تأتي بمعنى «المحطة»، وتقع في العنبرية حيث تبعد مسافة تقدر بحوالي 1 كيلومتر عن المسجد النبوي.[28][29] كما أن «لجنة خط حديد الحجاز» كانت قد قامت في وقت سابق بافتتاح المحطات الأخرى الموزعة على الخط نيابة عن السلطان، وقد أقيمت لها كذلك احتفالات رسمية لافتتاحها.[16]
 صاحَبَ افتتاح سكة حديد الحجاز إضاءة المدينة المنورة بالكهرباء لأول مرة،[2] حيث بدأ الأمر بإنارة المسجد النبوي الذي تم يوم الافتتاح، وكان العمل على مد الكهرباء مصاحباً لإنشاء الخط، بالإضافة إلى وصول خط التلغراف إليها، حيث كان خط التلغراف موجود مسبقاً في المحطات الرئيسية التي تربط بين المدينة ودمشق على طول السكة.",متى وصل أول قطار إلى محطة المدينة المنورة قادماً من دمشق؟,وصل أول قطار إلى محطة المدينة المنورة قادماً من دمشق في 22 رجب 1326 هـ الموافق 23 أغسطس 1908م.
خط حديد الحجاز,12," بعد تدشين خط حديد الحجاز أصبح للجميع الحق في استخدامه، كما أن غير المسلمين كان بإمكانهم أيضاً استخدام المحطات البينية الموجودة على الخط، إلا أنه لم يكن من المسموح لهم الوصول بالقطار إلى المدينة المنورة.[16] عمل الخط على نقل الحجاج المسلمين، حيث بلغ عددهم 30,000 ألف حاج سنوياً سنة 1330 هـ الموافقة لسنة 1912م، وزاد العدد حينما تم تسيير ثلاث رحلات بشكل منتظم من دمشق إلى المدينة المنورة أسبوعياً إلى أن وصل إلى 300,000 ألف حاج سنوياً سنة 1332 هـ الموافقة لسنة 1914م.[1]
 كما قام الخط بالعديد من الأدوار أبرزها المساهمة في نقل الأموال، واستخدامه في بعض الأغراض العسكرية كنقل الجنود من منطقة إلى أخرى، ونقل البضائع بين المناطق المختلفة وهو الأمر الذي أحدث انتعاش تجاري واقتصادي.
كانت أوقات تحرُّك القطارات قائمة وفقاً لأوقات الصلاة، حيث أنها كانت تتحرك على نحو لا يخل بأوقات الصلاة، فإذا جاء وقتها كان القطار يتوقف ويقوم الركاب بالتوجه لأداء الصلاة في العربة المخصصة لذلك.[12]
 عمِل الخط الحجازي على اختصار مدة السفر، حيث كان يقطع المسافة من دمشق إلى المدينة المنورة خلال خمسة أيام فقط بدلاً من أربعين يوماً كانت تقطعها القوافل ونحوها في السابق. كان القطار فعليّاً يستغرق مدة 72 ساعة فقط، إلا أن بقية الأيام الخمسة فكانت تمضي بسبب وقوف القطار المتكرر في المحطات وكذلك بسبب تغيير القاطرات.
 كما قام الخط بالإسهام في النهضة التجارية والاقتصادية للحجاز وكافة المدن الواقعة على امتداد الخط.",ما هي الأدوار التي قام بها خط حديد الحجاز؟,"قام الخط بالعديد من الأدوار أبرزها المساهمة في نقل الأموال، واستخدامه في بعض الأغراض العسكرية كنقل الجنود من منطقة إلى أخرى، ونقل البضائع بين المناطق المختلفة وهو الأمر الذي أحدث انتعاش تجاري واقتصادي. كما أسهم في النهضة التجارية والاقتصاد"
خط حديد الحجاز,13," استمر عمل الخط إلى أن تأثرت السكة خلال الحرب العالمية الأولى وتم تدمير عدة أجزاء منها. وصلت آخر قاطرة إلى المدينة في يوم 13 جمادى الأولى 1336 هـ وقد حملت الرقم «105 س ح» ويقودها الكابتن «محبوب علي الحسيني المدني»، وقبلها وصلت إلى المدينة آخر قاطرة تحمل المؤن من شرق الأردن والتي كان يقودها الكابتن «يعقوب أفندي» وذلك في شهر ربيع الآخر من نفس العام.[38]
 ",متى وصلت آخر قاطرة إلى المدينة في خط حديد الحجاز ومن كان يقودها؟,وصلت آخر قاطرة إلى المدينة في يوم 13 جمادى الأولى 1336 هـ وكان يقودها الكابتن «محبوب علي الحسيني المدني». 
خط حديد الحجاز,14," تزامناً مع الحرب العالمية الأولى وبتحريض من المكتب العربي في وزارة الخارجية البريطانية بدأت الثورة العربية الكبرى بمساعدة البريطانيين في 10 يونيو 1916،[45] وانطلقت النيران على ثكنات الجيش العثماني بعد أن رفض العُثمانيون مطالب حسين بن علي الهاشمي «شريف مكة» الخاصة بإعلان العفو عن المتهمين السياسيين من العرب، قبل أن يشنقهم جمال باشا (أحد زعماء جمعية الاتحاد والترقي)
",متى بدأت الثورة العربية الكبرى ومن هو الذي تحرض عليها؟,"بدأت الثورة العربية الكبرى في 10 يونيو 1916، وتم التحريض عليها من قبل المكتب العربي في وزارة الخارجية البريطانية."
خط حديد الحجاز,15," ظلت هذه الإتفاقية سرِّية إلى أن نشرها البلاشفة الروس في جريدتا إوفيستيا وبرافدا في 23 نوفمبر 1917م عند اندلاع الثورة البلشفية بعد العثور على نصوص الإتفاقيات في سجلات وزارة الخارجية الروسية.[49] بعد نشرها بعث جمال باشا في 12 ديسمبر 1917م برسالتين إحداهما للأمير فيصل والأخرى إلى جعفر العسكري عارضًا فيها عقد صلح عثماني - عربي. إلا أن الحكومة البريطانية قد نجحت في إقناع الشريف حسين بن علي بأن العثمانيين يحاولون نشر الخلاف بين العرب والحلفاء، فصدق الشريف حسين هذا ووضع ثقته في وعود الحكومة البريطانية وحلفائها.[49]
 كان للخط دوراً هاماً في نقل الجنود والإمدادات العسكرية، وفي أثناء حركة الثورة العربية تم تدمير بعض أجزاء الخط حتى تحول دون وصول إمدادات الجيش العثماني إلى المدينة المنورة أثناء حصارها الذي تم من قبل بعض المقاتلين والثوار العرب. عمِل لورنس ضابط المخابرات البريطاني على تقديم آليات التدمير والتلغيم للثوار العرب لاستخدامها داخل المناطق التي تمر بها السكة وما يتخللها من جسور وأنفاق.[50]
",ما هو الدور الذي لعبه خط حديد الحجاز خلال الثورة العربية؟,"خط حديد الحجاز لعب دوراً هاماً في نقل الجنود والإمدادات العسكرية، وتم تدمير بعض أجزاء الخط حتى تحول دون وصول إمدادات الجيش العثماني إلى المدينة المنورة أثناء حصارها الذي تم من قبل بعض المقاتلين والثوار العرب. "
خط حديد الحجاز,16,"ر عُقِد في إسطنبول سنة 1924م، وأصبح كل قسم تابعاً للدولة التي يمر من خلالها، وأيدت عصبة الأمم ذلك التقسيم على يد القانوني السويسري «أوجين بورل» سنة 1925م. لاحقاً تعددت محاولات إعادة تشغيل الخط، ومن أبرز تلك المحاولات مؤتمر عُقِد في الرياض سنة 1955م شمل كلاً من سوريا والأردن والسعودية، ولكن قراراته لم تُنفّذ، بعدها تشكلت لجان وعُقِدت اجتماعات حيث صدر مرسوم بتشكيل هيئة عليا للخط الحجازي من وزراء المواصلات للبلدان الثلاثة التي جرى تشكيلها سنة 1966م.[53][54] في سنة 1978م تم الاتفاق بين الدول الثلاث على إنشاء خط عريض جديد يربط بينها، ووضعت دراسات خاصة بالمشروع وكانت نتائجها إيجابية، إلى أن تقرر بأن تقوم كل دولة من الدول الثلاث بتنفيذ القسم الواقع في أراضيها على نفقتها، وقد شكلت هيئة تحت اسم «هيئة إعادة تسيير الخط الحديدي الحجازي» تضم أعضاءً من تلك الدول الثلاث المعنية.[53] كما تم توقيع اتفاق لإجراء دراسة مشتركة بين حكومات الأردن والسعودية وسوريا في 17 أبريل 2008م لتحديد جدوى إحياء الخط الذي يربط الدول الثلاث.[54][55]
 قامت سوريا بعد الاستقلال بتشكيل «المديرية العامة للخط الحديدي الحجازي» ثم تحولت سنة 1963م إلى «المؤسسة العامة للخط الحديدي الحجازي» القائمة حالياً، وهي تقوم بتسيير رحلات لنقل الركاب والبضائع بين بعض المناطق السورية ودول الجوار.[53] تقع الشبكة الحالية للمؤسسة العامة للخط الحديدي الحجازي في المنطقة الجنوبية من سوريا وهي بطول يُقدّر بنحو 336 كم، تتمثل في الخط الذي يربط دمشق بقطنا، والخط بين دمشق وسرغايا على الحدود اللبنانية، وكذلك الخط ما بين دمشق ودرعا على الحدود الأردنية.[21]
كما عملت على ترميم عدد من المحطات للحفاظ عليها من التصدعات.[56]
 بالنسبة للأردن فيمتد فيها ال",ما هي المحاولات التي تمت لإعادة تشغيل خط حديد الحجاز؟,"تعددت محاولات إعادة تشغيل الخط، ومن أبرز تلك المحاولات مؤتمر عُقِد في الرياض سنة 1955م شمل كلاً من سوريا والأردن والسعودية، ولكن قراراته لم تُنفّذ. بعدها تشكلت لجان وعُقِدت اجتماعات حيث صدر مرسوم بتشكيل هيئة عليا للخط الحجازي من وزراء المواصلات للبلدان الثلاثة التي جرى تشكيلها سنة 1966م."
خط حديد الحجاز,17,"خط الحديدي الحجازي من محطة جابر الواقعة على الحدود الأردنية السورية إلى محطة المدورة الواقعة على الحدود الأردنية السعودية بطول يُقدّر بنحو 451.5 كم، كما يبلغ عرض حرم الخط 30 متراً على طول المسار ما عدا المحطات التي يكون حرم الخط فيها بعرض 100 متر وبطول 500 متر.[57]
",ما هو طول خط الحديدي الحجازي من محطة جابر إلى محطة المدورة؟,طول خط الحديدي الحجازي من محطة جابر إلى محطة المدورة يقدر بنحو 451.5 كم. 
خط حديد الحجاز,18," كما أعلنت سوريا في فبراير 2011م عن خطة مشتركة مع القطاع الخاص لتأهيل شبكة سكة الحديد المحلية في مشروع بقيمة 233 مليون دولار، يهدف إلى ربط سوريا والأردن بأوروبا عن طريق تركيا من جهة، وبالخليج العربي فاليمن من جهة أخرى.[61]
كما وضعت المؤسسة العامة للخط الحديدي الحجازي في سوريا ضمن خططها المستقبلية إنشاء شبكة خاصة بالضواحي، على أن تكون المسارات بحسب دراسة أولية تشمل مسار دمشق والمطار والمدينة الحكومية، وكذلك مسار دمشق والكسوة ودير علي، إضافة إلى مسار دمشق ودمر والهامة والشام الجديدة، وأيضاً مسار دمشق والمعضمية وعرطوز وقطنا.[21]
كما أعلنت مؤسسة الخط الحديدي الحجازي بسوريا في مارس 2015م أنها تعمل على إعادة تأهيل وإمكانية تشغيل الخط الرابط بين دمر والربوة وساحة الأمويين وذلك بعد أن توقف منذ سنة 2010م.[62][63]
 أما السعودية فقد أعلنت في سنة 2008م عن إنشاء مشروع سكة حديد تربط مكة المكرمة بالمدينة المنورة مروراً بجدة، وأن يتضمن المشروع قطار سريع مصمم بسرعة تزيد عن 300 كيلومتر في الساعة.[64][65]
يعرف المشروع باسم «قطار الحرمين السريع» وهو عبارة عن خطوط حديدية مكهربة بطول يزيد عن 450 كيلومتر مجهزة بأنظمة إشارات واتصالات .",ما هو المشروع الذي أعلنت عنه السعودية في سنة 2008م؟,"السعودية أعلنت في سنة 2008م عن إنشاء مشروع سكة حديد تربط مكة المكرمة بالمدينة المنورة مروراً بجدة، وأن يتضمن المشروع قطار سريع مصمم بسرعة تزيد عن 300 كيلومتر في الساعة. يعرف المشروع باسم «قطار الحرمين السريع»."
خط حديد الحجاز,19,"يثة. كما يشتمل على خمس محطات ركاب وهي موزعة على أن تكون إحداها في مكة وأخرى في وسط جدة وكذلك في مطار الملك عبد العزيز بجدة، بالإضافة إلى محطة في مدينة الملك عبد الله الاقتصادية في رابغ لتنتهي بمحطة في المدينة المنورة.[66]
تم تشغيل القطار السريع بين المدينة ورابغ بشكل تجريبي في نهاية 2015م،[67] بينما تم افتتاحه بشكل رسمي في 25 سبتمبر 2018م،[68]
وانطلقت أول رحلة تجارية له في 11 أكتوبر 2018م وذلك من المدينة المنورة إلى جدة.
\",متى تم تشغيل القطار السريع بين المدينة ورابغ بشكل تجريبي؟,تم تشغيل القطار السريع بين المدينة ورابغ بشكل تجريبي في نهاية 2015م.
